IND_UUID,IND_NAME,IND_CODE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME,DIM_TIME_TYPE,DIM_SEX,DIM_VALUE_TYPE,VALUE_NUMERIC,VALUE_NUMERIC_LOWER,VALUE_NUMERIC_UPPER,DIM_PUBLISH_STATE_CODE
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,233,Estonia,2000,YEAR,Female,RATE_PER_100000,5.09062,4.15225,6.1445,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,233,Estonia,2000,YEAR,Male,RATE_PER_100000,25.74904,22.10555,29.69755,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,231,Ethiopia,2000,YEAR,Total,RATE_PER_100000,11.0427,7.96271,15.04136,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,231,Ethiopia,2000,YEAR,Female,RATE_PER_100000,5.50551,3.63071,7.90583,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,231,Ethiopia,2000,YEAR,Male,RATE_PER_100000,16.61107,12.31911,22.21707,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,956,Europe,2000,YEAR,Total,RATE_PER_100000,7.73862,7.11519,8.47246,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,956,Europe,2000,YEAR,Female,RATE_PER_100000,3.72685,3.42536,4.07487,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,956,Europe,2000,YEAR,Male,RATE_PER_100000,12.02968,11.06189,13.1762,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,246,Finland,2000,YEAR,Total,RATE_PER_100000,2.81791,2.33757,3.36141,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,246,Finland,2000,YEAR,Female,RATE_PER_100000,2.20898,1.79803,2.67543,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,246,Finland,2000,YEAR,Male,RATE_PER_100000,3.45637,2.90327,4.08066,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,242,Fiji,2000,YEAR,Total,RATE_PER_100000,2.87233,1.78349,4.37865,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,242,Fiji,2000,YEAR,Female,RATE_PER_100000,1.43085,0.82389,2.29348,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,242,Fiji,2000,YEAR,Male,RATE_PER_100000,4.26852,2.71295,6.39831,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,250,France,2000,YEAR,Total,RATE_PER_100000,1.31837,1.11073,1.55176,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,250,France,2000,YEAR,Female,RATE_PER_100000,0.94408,0.79153,1.11312,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,250,France,2000,YEAR,Male,RATE_PER_100000,1.71573,1.4496,2.01744,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,583,Micronesia (Federated States of),2000,YEAR,Total,RATE_PER_100000,4.42095,2.19824,7.92599,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,583,Micronesia (Federated States of),2000,YEAR,Female,RATE_PER_100000,3.0819,1.4895,5.63081,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,583,Micronesia (Federated States of),2000,YEAR,Male,RATE_PER_100000,5.72716,2.88961,10.1649,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,266,Gabon,2000,YEAR,Total,RATE_PER_100000,10.17218,3.42424,20.11485,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,266,Gabon,2000,YEAR,Female,RATE_PER_100000,3.64921,1.48043,7.00561,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,266,Gabon,2000,YEAR,Male,RATE_PER_100000,16.77801,5.39273,33.39062,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,826,United Kingdom of Great Britain and Northern Ireland,2000,YEAR,Total,RATE_PER_100000,2.089,1.98486,2.19013,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,826,United Kingdom of Great Britain and Northern Ireland,2000,YEAR,Female,RATE_PER_100000,1.47131,1.38754,1.54753,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,826,United Kingdom of Great Britain and Northern Ireland,2000,YEAR,Male,RATE_PER_100000,2.73896,2.61339,2.86631,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,268,Georgia,2000,YEAR,Total,RATE_PER_100000,6.94672,5.63249,8.46722,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,268,Georgia,2000,YEAR,Female,RATE_PER_100000,3.15386,2.42337,4.02487,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,268,Georgia,2000,YEAR,Male,RATE_PER_100000,11.13806,9.17875,13.37629,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,288,Ghana,2000,YEAR,Total,RATE_PER_100000,6.75194,3.88946,11.11622,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,288,Ghana,2000,YEAR,Female,RATE_PER_100000,5.5466,3.07511,9.17345,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,288,Ghana,2000,YEAR,Male,RATE_PER_100000,7.93466,4.68852,13.02254,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,324,Guinea,2000,YEAR,Total,RATE_PER_100000,12.15027,6.3228,21.23001,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,324,Guinea,2000,YEAR,Female,RATE_PER_100000,6.48469,3.2166,11.64481,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,324,Guinea,2000,YEAR,Male,RATE_PER_100000,18.35325,9.72363,31.72441,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,1,World,2000,YEAR,Total,RATE_PER_100000,7.88636,6.47,9.6964,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,1,World,2000,YEAR,Female,RATE_PER_100000,3.38201,2.62408,4.38813,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,1,World,2000,YEAR,Male,RATE_PER_100000,12.32752,10.26198,14.93021,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,270,Gambia,2000,YEAR,Total,RATE_PER_100000,11.74846,5.41651,21.10519,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,270,Gambia,2000,YEAR,Female,RATE_PER_100000,2.56587,1.2074,4.74481,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,270,Gambia,2000,YEAR,Male,RATE_PER_100000,21.00345,9.6588,37.59455,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,624,Guinea-Bissau,2000,YEAR,Total,RATE_PER_100000,13.07248,6.36608,23.55345,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,624,Guinea-Bissau,2000,YEAR,Female,RATE_PER_100000,7.69783,3.8145,14.04402,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,624,Guinea-Bissau,2000,YEAR,Male,RATE_PER_100000,18.81367,9.09168,33.71142,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,226,Equatorial Guinea,2000,YEAR,Total,RATE_PER_100000,4.02105,1.59376,7.62109,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,226,Equatorial Guinea,2000,YEAR,Female,RATE_PER_100000,1.28214,0.51978,2.53776,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,226,Equatorial Guinea,2000,YEAR,Male,RATE_PER_100000,6.56253,2.59032,12.33799,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,300,Greece,2000,YEAR,Total,RATE_PER_100000,1.1263,0.93523,1.34411,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,300,Greece,2000,YEAR,Female,RATE_PER_100000,0.79431,0.64806,0.96303,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,300,Greece,2000,YEAR,Male,RATE_PER_100000,1.46223,1.22581,1.72972,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,308,Grenada,2000,YEAR,Total,RATE_PER_100000,4.35765,3.25316,5.70636,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,308,Grenada,2000,YEAR,Female,RATE_PER_100000,2.71607,1.96941,3.65142,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,308,Grenada,2000,YEAR,Male,RATE_PER_100000,6.01692,4.55074,7.78343,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,320,Guatemala,2000,YEAR,Total,RATE_PER_100000,26.85666,22.35045,31.89263,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,320,Guatemala,2000,YEAR,Female,RATE_PER_100000,7.54741,5.99801,9.42972,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,320,Guatemala,2000,YEAR,Male,RATE_PER_100000,46.89978,39.32437,55.20927,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,328,Guyana,2000,YEAR,Total,RATE_PER_100000,17.09701,13.15213,21.89019,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,328,Guyana,2000,YEAR,Female,RATE_PER_100000,6.15565,4.37155,8.36928,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,328,Guyana,2000,YEAR,Male,RATE_PER_100000,28.11275,21.99241,35.50303,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,340,Honduras,2000,YEAR,Total,RATE_PER_100000,52.13587,36.7094,72.10584,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,340,Honduras,2000,YEAR,Female,RATE_PER_100000,32.93042,21.98762,46.99702,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,340,Honduras,2000,YEAR,Male,RATE_PER_100000,71.54992,51.59108,97.48738,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,191,Croatia,2000,YEAR,Total,RATE_PER_100000,2.59994,2.13895,3.13599,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,191,Croatia,2000,YEAR,Female,RATE_PER_100000,1.6162,1.30683,1.98271,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,191,Croatia,2000,YEAR,Male,RATE_PER_100000,3.65973,3.03539,4.37842,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,332,Haiti,2000,YEAR,Total,RATE_PER_100000,20.27545,4.85775,35.65106,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,332,Haiti,2000,YEAR,Female,RATE_PER_100000,7.45,2.34784,15.60413,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,332,Haiti,2000,YEAR,Male,RATE_PER_100000,33.49708,7.44519,56.31723,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,348,Hungary,2000,YEAR,Total,RATE_PER_100000,2.58308,2.17673,3.03597,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,348,Hungary,2000,YEAR,Female,RATE_PER_100000,1.81047,1.51332,2.15041,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,348,Hungary,2000,YEAR,Male,RATE_PER_100000,3.43443,2.90776,4.01178,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,360,Indonesia,2000,YEAR,Total,RATE_PER_100000,5.82838,4.75053,7.10151,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,360,Indonesia,2000,YEAR,Female,RATE_PER_100000,3.26489,2.56004,4.09364,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,360,Indonesia,2000,YEAR,Male,RATE_PER_100000,8.38718,6.93702,10.10388,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,356,India,2000,YEAR,Total,RATE_PER_100000,5.0615,4.10553,6.16057,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,356,India,2000,YEAR,Female,RATE_PER_100000,2.86376,2.22922,3.64657,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,356,India,2000,YEAR,Male,RATE_PER_100000,7.09043,5.83772,8.48147,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,372,Ireland,2000,YEAR,Total,RATE_PER_100000,1.19741,0.96847,1.46435,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,372,Ireland,2000,YEAR,Female,RATE_PER_100000,0.60564,0.47934,0.75254,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,372,Ireland,2000,YEAR,Male,RATE_PER_100000,1.79615,1.46337,2.18454,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,364,Iran (Islamic Republic of),2000,YEAR,Total,RATE_PER_100000,4.97084,4.15645,5.92026,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,364,Iran (Islamic Republic of),2000,YEAR,Female,RATE_PER_100000,2.06844,1.69999,2.52504,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,364,Iran (Islamic Republic of),2000,YEAR,Male,RATE_PER_100000,7.77314,6.52817,9.19836,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,368,Iraq,2000,YEAR,Total,RATE_PER_100000,23.42879,13.22942,38.83866,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,368,Iraq,2000,YEAR,Female,RATE_PER_100000,12.09602,6.39536,20.88367,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,368,Iraq,2000,YEAR,Male,RATE_PER_100000,34.56328,19.9439,56.4795,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,352,Iceland,2000,YEAR,Total,RATE_PER_100000,1.16186,0.91364,1.4566,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,352,Iceland,2000,YEAR,Female,RATE_PER_100000,0.74471,0.58101,0.93942,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,352,Iceland,2000,YEAR,Male,RATE_PER_100000,1.57829,1.24571,1.9729,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,376,Israel,2000,YEAR,Total,RATE_PER_100000,3.50693,2.90823,4.18378,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,376,Israel,2000,YEAR,Female,RATE_PER_100000,1.81981,1.46316,2.2258,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,376,Israel,2000,YEAR,Male,RATE_PER_100000,5.24375,4.39586,6.19944,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,380,Italy,2000,YEAR,Total,RATE_PER_100000,1.3552,1.26612,1.44711,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,380,Italy,2000,YEAR,Female,RATE_PER_100000,0.7132,0.66197,0.76313,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,380,Italy,2000,YEAR,Male,RATE_PER_100000,2.03987,1.91042,2.17654,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,388,Jamaica,2000,YEAR,Total,RATE_PER_100000,42.05978,34.99938,50.22944,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,388,Jamaica,2000,YEAR,Female,RATE_PER_100000,12.79612,10.1341,15.96809,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,388,Jamaica,2000,YEAR,Male,RATE_PER_100000,71.6328,60.12751,84.85297,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,400,Jordan,2000,YEAR,Total,RATE_PER_100000,3.54104,2.08075,5.55518,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,400,Jordan,2000,YEAR,Female,RATE_PER_100000,1.92132,1.06114,3.16025,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,400,Jordan,2000,YEAR,Male,RATE_PER_100000,5.04621,3.02826,7.78074,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,392,Japan,2000,YEAR,Total,RATE_PER_100000,0.64933,0.60667,0.68835,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,392,Japan,2000,YEAR,Female,RATE_PER_100000,0.51238,0.47086,0.54698,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,392,Japan,2000,YEAR,Male,RATE_PER_100000,0.79125,0.74741,0.83486,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,398,Kazakhstan,2000,YEAR,Total,RATE_PER_100000,18.93504,16.57373,21.48848,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,398,Kazakhstan,2000,YEAR,Female,RATE_PER_100000,6.72147,5.77887,7.76353,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,398,Kazakhstan,2000,YEAR,Male,RATE_PER_100000,32.11572,28.22337,36.30023,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,404,Kenya,2000,YEAR,Total,RATE_PER_100000,4.22782,2.66233,7.65425,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,404,Kenya,2000,YEAR,Female,RATE_PER_100000,1.2732,0.82047,2.23477,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,404,Kenya,2000,YEAR,Male,RATE_PER_100000,7.22544,4.53099,13.15262,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,417,Kyrgyzstan,2000,YEAR,Total,RATE_PER_100000,8.8257,7.57791,10.23069,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,417,Kyrgyzstan,2000,YEAR,Female,RATE_PER_100000,3.0993,2.50261,3.79333,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,417,Kyrgyzstan,2000,YEAR,Male,RATE_PER_100000,14.68093,12.7674,16.81288,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,116,Cambodia,2000,YEAR,Total,RATE_PER_100000,4.74667,3.35901,6.52255,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,116,Cambodia,2000,YEAR,Female,RATE_PER_100000,2.01481,1.31272,3.00179,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,116,Cambodia,2000,YEAR,Male,RATE_PER_100000,7.63589,5.52317,10.24613,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,296,Kiribati,2000,YEAR,Total,RATE_PER_100000,6.57997,3.60148,11.06387,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,296,Kiribati,2000,YEAR,Female,RATE_PER_100000,3.51753,1.90909,6.0445,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,296,Kiribati,2000,YEAR,Male,RATE_PER_100000,9.73232,5.34355,16.23058,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,410,Republic of Korea,2000,YEAR,Total,RATE_PER_100000,1.82215,1.37956,2.33215,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,410,Republic of Korea,2000,YEAR,Female,RATE_PER_100000,1.34202,1.02934,1.72489,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,410,Republic of Korea,2000,YEAR,Male,RATE_PER_100000,2.29895,1.72736,2.93521,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,414,Kuwait,2000,YEAR,Total,RATE_PER_100000,2.1686,1.69644,2.73751,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,414,Kuwait,2000,YEAR,Female,RATE_PER_100000,0.86099,0.64368,1.12958,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,414,Kuwait,2000,YEAR,Male,RATE_PER_100000,3.09827,2.44491,3.8807,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,418,Lao People's Democratic Republic,2000,YEAR,Total,RATE_PER_100000,8.61081,3.5433,16.56396,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,418,Lao People's Democratic Republic,2000,YEAR,Female,RATE_PER_100000,4.84294,1.9928,9.56146,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,418,Lao People's Democratic Republic,2000,YEAR,Male,RATE_PER_100000,12.41261,5.10776,23.6295,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,422,Lebanon,2000,YEAR,Total,RATE_PER_100000,4.07045,2.47572,6.41559,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,422,Lebanon,2000,YEAR,Female,RATE_PER_100000,1.94911,1.1408,3.19427,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,422,Lebanon,2000,YEAR,Male,RATE_PER_100000,6.20658,3.81994,9.65938,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,430,Liberia,2000,YEAR,Total,RATE_PER_100000,15.29129,7.56235,27.40946,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,430,Liberia,2000,YEAR,Female,RATE_PER_100000,6.78591,3.31855,12.11651,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,430,Liberia,2000,YEAR,Male,RATE_PER_100000,23.84643,11.83098,42.79189,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,434,Libya,2000,YEAR,Total,RATE_PER_100000,3.70752,2.06505,6.06859,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,434,Libya,2000,YEAR,Female,RATE_PER_100000,1.68181,0.86701,2.91182,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,434,Libya,2000,YEAR,Male,RATE_PER_100000,5.58458,3.17517,8.99371,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,662,Saint Lucia,2000,YEAR,Total,RATE_PER_100000,18.52322,14.84823,22.69175,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,662,Saint Lucia,2000,YEAR,Female,RATE_PER_100000,5.78596,4.34616,7.49902,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,662,Saint Lucia,2000,YEAR,Male,RATE_PER_100000,31.75369,25.75696,38.47279,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,144,Sri Lanka,2000,YEAR,Total,RATE_PER_100000,8.10647,6.34399,10.1072,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,144,Sri Lanka,2000,YEAR,Female,RATE_PER_100000,2.47615,1.88158,3.2021,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,144,Sri Lanka,2000,YEAR,Male,RATE_PER_100000,13.76428,10.82817,17.04602,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,426,Lesotho,2000,YEAR,Total,RATE_PER_100000,45.94785,25.83352,72.97783,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,426,Lesotho,2000,YEAR,Female,RATE_PER_100000,18.54893,9.17108,32.9697,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,426,Lesotho,2000,YEAR,Male,RATE_PER_100000,75.57521,43.85117,116.24,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,440,Lithuania,2000,YEAR,Total,RATE_PER_100000,10.17817,8.73407,11.77124,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,440,Lithuania,2000,YEAR,Female,RATE_PER_100000,5.41115,4.54111,6.4045,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,440,Lithuania,2000,YEAR,Male,RATE_PER_100000,15.59632,13.49975,17.87103,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,442,Luxembourg,2000,YEAR,Total,RATE_PER_100000,1.44677,1.14721,1.79058,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,442,Luxembourg,2000,YEAR,Female,RATE_PER_100000,1.23118,0.97069,1.53211,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,442,Luxembourg,2000,YEAR,Male,RATE_PER_100000,1.66892,1.32909,2.05692,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,428,Latvia,2000,YEAR,Total,RATE_PER_100000,13.71148,11.72424,15.98519,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,428,Latvia,2000,YEAR,Female,RATE_PER_100000,7.68292,6.42544,9.12564,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,428,Latvia,2000,YEAR,Male,RATE_PER_100000,20.80212,17.95654,24.05321,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,504,Morocco,2000,YEAR,Total,RATE_PER_100000,1.9135,1.19199,2.83905,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,504,Morocco,2000,YEAR,Female,RATE_PER_100000,0.85744,0.51148,1.34666,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,504,Morocco,2000,YEAR,Male,RATE_PER_100000,2.98853,1.88472,4.35824,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,498,Republic of Moldova,2000,YEAR,Total,RATE_PER_100000,13.3794,11.60259,15.32848,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,498,Republic of Moldova,2000,YEAR,Female,RATE_PER_100000,7.4234,6.26405,8.71444,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,498,Republic of Moldova,2000,YEAR,Male,RATE_PER_100000,19.86739,17.41797,22.53329,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,450,Madagascar,2000,YEAR,Total,RATE_PER_100000,9.83757,5.78328,15.30342,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,450,Madagascar,2000,YEAR,Female,RATE_PER_100000,4.72664,2.69159,7.6339,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,450,Madagascar,2000,YEAR,Male,RATE_PER_100000,14.99138,8.90089,23.03725,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,462,Maldives,2000,YEAR,Total,RATE_PER_100000,2.46981,1.40748,4.0451,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,462,Maldives,2000,YEAR,Female,RATE_PER_100000,1.12362,0.62099,1.88445,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,462,Maldives,2000,YEAR,Male,RATE_PER_100000,3.78473,2.17569,6.15555,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,484,Mexico,2000,YEAR,Total,RATE_PER_100000,11.49467,10.93373,12.06639,PUBLISHED
